"text","text.1","favorite_count","retweet_count","lat","lng","search_term"
"x739960020","@ReportsDaNews @UROCKlive1 @atrupar It says that Terry McAuliffe sold the Lincoln bedroom many times in a pay to play scheme with the Clintons. (I think it’s called fundraising but whatever). He gets this weird German accent at the end 🤷🏻‍♂️",8,1,,,"weird accent"
"x980408544947331072","@RudyGiuliani Why did you use a weird Russian accent? Preparing for your exile in The Motherland?",1,0,,,"weird accent"
"x1203469387992317953","@minakimes @FirstTake Why are you talking with that weird accent?",0,0,,,"weird accent"
"x956732718661980160","@PrimeVideo why is she still speaking in that weird fake Russian accent left over from that awful Hulu show??",0,0,,,"weird accent"
"x1298373783917600770","@thinny_legend People get too hung up on replicating real-world accents when doing characters when...you can just say it some weird, new, interesting way and BAM, that's the character's accent. It's fantasy. It's valid.",1,0,,,"weird accent"
"x739165457563983872","@urbangirl972 @MemphisinLA @ETCanada 1. her accent isn’t great
2. Her face looks weird and not like Lucy",5,0,,,"weird accent"
"x731253","Well that was a weird Japanese accent 😐 #Pixel6Launch",10,0,,,"weird accent"
"x989936197685448705","@MarthaVotesBlue @maartenvda @TheOCBeaches @coralgableswang @CarmenPignotti @QuinnLeone4 @ATrumpest @Maggievt @Urtoez75_2 @JohnCBaker4 @HippoGang1 @Gemini21BLM @catsequalneko @jodispissed8645 @good_jarvis4 @shields_rex @themrs805 @suzyann39 @Lulu48005877 @BrenSumner @Djangomydog It's a weird accent coming from redneck Pennsylvania and mixing with Icelandic 🤣",4,0,,,"weird accent"
"x1267762290352365571","@LightsCameraPod Feel like Emma Stone would have been a much better choice for Lucy. Nicole Kidman's accent is weird.",0,0,,,"weird accent"
"x15985960","@emilynussbaum That weird accent that no one I’ve ever encountered in real life has ever spoken with!",12,0,,,"weird accent"
"x1432884848432193540","@theshiniestbox Very weird. It should recognize whatever language and/or accent chosen by the user during phone setup. It’s 2021!! lol",1,0,,,"weird accent"
"x722913451245326336","When someone with a British accent speaks to me I have this weird urge to speak back in one😭",117,17,,,"weird accent"
"x1656130920","@godless_mom Red hair and accents (particulrly British)
Which is also weird cause I am attracted to Asian women (maybe why I like Anime 🤔)
So give me a Red-headed Asian Lady with a British accent
😍",1,0,,,"weird accent"
"x774568872045383680","@CharlotteAsks I do…and they think *my* accent is strong 😂 

I’ve also been mistaken for ‘Murican before, that’s weird.",2,0,,,"weird accent"
"x959030510482808832","i love how it started in this weird overly exaggerated trash ass accent and then i got tired of it 💀",0,0,,,"weird accent"
"x2411696138","Angels Take Manhattan felt rushed. The Rings of Akhaten was appallingly stupid. Cold War could afford a submarine set but not afford anyone who could do a russian accent. Crimson Horror was dumb. Nightmare in Silver was just weird. Bleh.",1,0,,,"weird accent"
"x187290755","@TrueIroningMan @stevanzetti wow, just thought, getting pelted with milkshakes might have been the cause of Andy's weird faux british accent",1,0,,,"weird accent"
"x3943187211","@AshleyMakgatho Is this still British accent? Is it the black version of it? This is so weird",0,0,,,"weird accent"
"x443874138","All white and one accent color is not the aesthetic you think it is. This is a weird ass bathroom https://t.co/pwOZkSnEhC",2,0,,,"weird accent"
"x19135602","Nick Cage is fully over the top in this role (what accent is he using?), but #VampiresKiss might actually be a good, weird, ahead of its time movie? https://t.co/lPAu6Ctciz",0,0,,,"weird accent"
"x89734590","@Scribulatora @ChangeMyMindPlz Is it weird that it was THIS tweet that made me hear an east coast accent in my head...of alllllllll the other things you've posted. 🤔",0,0,,,"weird accent"
"x866162146085814273","@blodhundur Oh he’s also got small roles in the usual suspects and snatch which honestly I watched both just to see wtf he was doing in them. Snatch is the funnier of the two, Brad Pitt does a really weird cockney accent if you’re into that.

Also skip the Pledge. Same vibe as the Hunted",0,0,,,"weird accent"
"x1241986756875960321","@vptevo I always forget how weird this guy’s accent was lol",1,0,,,"weird accent"
"x1160220873216819200","I haven’t thought about it but after going from living with an English roommate all the time to living with a German roommate all the time my weird accent has probably gone MORE EURO which is cool",2,0,,,"weird accent"
"x1365380772","I guess I have a weird accent/speech patterns. I sound like Ms. Piggy when I’m excited, and Kermit the Frog when I’m bored.",0,0,,,"weird accent"
"x1186449469031759872","@DeathThroesBass @hasanthehun I’m not actually offended by it. I do find it weird to make up and accent to sing a song.. but I think it come from my shock of picturing the the person who sand “one day” in my head then years later finding out it was a Jewish guy.",0,0,,,"weird accent"
"x548826625","@killpossum @Makinzeee I don’t think that’s him bc my friend called him and he had a weird accent",2,0,,,"weird accent"
"x941000651361878016","I have a weird Boston/Rhode Island/New England combo of an accent. The struggle of trying to say “Silver Dollar City” without talking as slow as humanly possible is REAL",14,0,,,"weird accent"
"x29497382","@Tabathamarshal @DuskyEl The only accent I hate is that weird drawn out vocal croak some people seem to do at the end of sentences (like Kim Kardassian) or this rich bastard who killed his girlfriend George Huguely V (yes that's his name):

https://t.co/o2gzNXUB69",1,0,,,"weird accent"
"x1378165547775459329","@EvidenceRevba No that the accent he translates words form English to Nigerian but it’s sounds completely weird https://t.co/MWltaHqvnU",1,0,,,"weird accent"
"x2406412829","https://t.co/OlzPyN9Mpi please what is this guys accent its wild. like a weird southern but not",0,0,,,"weird accent"
"x704821504215613440","😂😂 Niggas are mad weird son 
(Insert hard Bronx accent)",0,0,36.13641255,-115.1288465,"weird accent"
"x1367209847008165888","And I WISH I could do a good New York (Bronx) accent- or something sexy, like Wonder Woman’s Israel accent!!!  When I was in rehab, ppl thought my Philly/private school accent was VERY weird:) But I’ve always been strange;) lol",2,0,,,"weird accent"
"x818562719498506240","@JojoMinute Richard Epcar doing a British accent in Season 1 is still so weird to me.",3,0,,,"weird accent"
"x19849980","Also, new thing: wondering if they're judging me for my northern accent (even though it's not that northern any more, because I'm one of those weird people who assimilates other people's accents super-quickly).",3,0,,,"weird accent"
"x2334542071","It’s super weird how I’ve almost completely lost my accent despite living in the same area my whole life",0,0,,,"weird accent"
"x30616844","My brain: GO TO SLEEP! GO TO SLEEP! GO TO SLEEP! GO TO SLEEP!
Me: You're accent's funny. You say Instagram weird.",0,0,,,"weird accent"
"x2330961","@MythicalChef No, but betcha attempt to say it with a weird accent. 🤣",0,0,,,"weird accent"
"x434658461","i speak like a real valley girl now. my accent slips out every now and again, it’s weird",0,0,,,"weird accent"
"x905993308002013184","It’s always weird to hear Gregg Sulkin without a British accent. #PrettySmart",0,0,,,"weird accent"
"x143311584","@UglyCalifornia He wasn’t a bad actor , his annunciation was just weird and came off flat and that’s not even considering his voice when he was in costume 😂 … and it especially doesn’t help when you hear him speak with his natural welsh accent",0,0,,,"weird accent"
"x30531196","@DeathCursePod Paul Rudd had that weird accent he was doing though. Or maybe it was a cadence. Either way it was weird",1,0,,,"weird accent"
"x1692506988","Robert Pattinson’s American accent is so weird https://t.co/sDQ8AfvBMW",6,0,,,"weird accent"
"x1237538000734732288","a lot of my non-furry friends think the belly nip markings on suits are weird but ive always loved them 🥺 i think they’re just such a cute suit accent ?? team belly nips",4,0,,,"weird accent"
"x1134225078785388544","@GHargraveWrites If one of my characters has an accent, I generally just describe it the best I can because I hate doing the weird dialogue thing. I did it for Leo and a few others in Burning Skies because they're southern and we don't pronounce the g at the end of words lol
But that was easy",1,0,,,"weird accent"
"x2474895744","Was eating ramen with my friend yesterday and this weird Irish cock, asked us where we’re from, we said Nigeria and he started doing an African accent 😒 told us his Nigerian friends from cockville never get offended but everyone else tells him it’s racist. I’m sitting like wtf",4,1,,,"weird accent"
"x1210368570057789440","I was just in a store and the man behind me had the craziest old fashioned talking style and accent! Like the voice of a 1950s announcer of some kind. Sooooo weird lol",0,0,,,"weird accent"
"x940912255641600002","@evastfu Generally just find it annoying to speak to me no matter the accent. Maybe mid-western Karen is the worst. When they slow down their speech &amp; speak in that weird ass tone of voice. Not really an accent per se, though",0,0,,,"weird accent"
"x1249399670587211778","@WARDOGZOZO That Darkpit fella so weird man he picks Lee sin says he's Yuki and does a racist accent for the entire game",8,0,,,"weird accent"
"x1298092610892914688","still don’t know ugly trolls name but can it stop talking in that weird infliction / accent / fake high breathy thing &amp; ugh netflix u couldn’t even let a damn murder show not have some annoying performative activism let women be missing in peace cant we have anything",0,0,,,"weird accent"
"x21489321","@SalemDScendant Yes. Cracks me up when I hear ppl from NJ talking with a southern accent.  Have you encountered that? It's really weird. They've literally spent their entire life here, but still morph into that southern accent....",1,0,,,"weird accent"
